Site,Parameter,Date__LT_,Year,Month,Day,Hour,AQI,Raw_Conc_,Conc__Unit,Duration,QC_Name,AQI_Category,NowCast_Conc_
Ho Chi Minh City,PM2.5 - Principal,18DEC20:12:00:00,2020,12,18,12,95,36,UG/M3,1 Hr,Valid,Moderate,32.9
Ho Chi Minh City,PM2.5 - Principal,18DEC20:13:00:00,2020,12,18,13,81,20,UG/M3,1 Hr,Valid,Moderate,26.4
Ho Chi Minh City,PM2.5 - Principal,18DEC20:14:00:00,2020,12,18,14,69,15,UG/M3,1 Hr,Valid,Moderate,20.7
Ho Chi Minh City,PM2.5 - Principal,18DEC20:15:00:00,2020,12,18,15,59,11,UG/M3,1 Hr,Valid,Moderate,15.8
Ho Chi Minh City,PM2.5 - Principal,18DEC20:16:00:00,2020,12,18,16,61,18,UG/M3,1 Hr,Valid,Moderate,16.9
Ho Chi Minh City,PM2.5 - Principal,18DEC20:17:00:00,2020,12,18,17,66,22,UG/M3,1 Hr,Valid,Moderate,19.4
Ho Chi Minh City,PM2.5 - Principal,18DEC20:18:00:00,2020,12,18,18,74,27,UG/M3,1 Hr,Valid,Moderate,23.2
Ho Chi Minh City,PM2.5 - Principal,18DEC20:19:00:00,2020,12,18,19,79,28,UG/M3,1 Hr,Valid,Moderate,25.6
Ho Chi Minh City,PM2.5 - Principal,18DEC20:20:00:00,2020,12,18,20,72,19,UG/M3,1 Hr,Valid,Moderate,22.3
Ho Chi Minh City,PM2.5 - Principal,18DEC20:21:00:00,2020,12,18,21,68,18,UG/M3,1 Hr,Valid,Moderate,20.1
Ho Chi Minh City,PM2.5 - Principal,18DEC20:22:00:00,2020,12,18,22,59,12,UG/M3,1 Hr,Valid,Moderate,16
Ho Chi Minh City,PM2.5 - Principal,18DEC20:23:00:00,2020,12,18,23,56,13,UG/M3,1 Hr,Valid,Moderate,14.5
Ho Chi Minh City,PM2.5 - Principal,19DEC20:00:00:00,2020,12,19,0,56,15,UG/M3,1 Hr,Valid,Moderate,14.7
Ho Chi Minh City,PM2.5 - Principal,19DEC20:01:00:00,2020,12,19,1,43,6,UG/M3,1 Hr,Valid,Good,10.3
Ho Chi Minh City,PM2.5 - Principal,19DEC20:02:00:00,2020,12,19,2,53,16,UG/M3,1 Hr,Valid,Moderate,13.1
Ho Chi Minh City,PM2.5 - Principal,19DEC20:03:00:00,2020,12,19,3,56,16,UG/M3,1 Hr,Valid,Moderate,14.5
Ho Chi Minh City,PM2.5 - Principal,19DEC20:04:00:00,2020,12,19,4,61,19,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,19DEC20:05:00:00,2020,12,19,5,62,18,UG/M3,1 Hr,Valid,Moderate,17.3
Ho Chi Minh City,PM2.5 - Principal,19DEC20:06:00:00,2020,12,19,6,69,24,UG/M3,1 Hr,Valid,Moderate,20.6
Ho Chi Minh City,PM2.5 - Principal,19DEC20:07:00:00,2020,12,19,7,71,23,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,19DEC20:08:00:00,2020,12,19,8,76,26,UG/M3,1 Hr,Valid,Moderate,23.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:09:00:00,2020,12,19,9,76,24,UG/M3,1 Hr,Valid,Moderate,23.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:10:00:00,2020,12,19,10,76,24,UG/M3,1 Hr,Valid,Moderate,23.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:11:00:00,2020,12,19,11,74,22,UG/M3,1 Hr,Valid,Moderate,22.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:12:00:00,2020,12,19,12,68,18,UG/M3,1 Hr,Valid,Moderate,20.4
Ho Chi Minh City,PM2.5 - Principal,19DEC20:13:00:00,2020,12,19,13,64,15,UG/M3,1 Hr,Valid,Moderate,18.4
Ho Chi Minh City,PM2.5 - Principal,19DEC20:14:00:00,2020,12,19,14,49,6,UG/M3,1 Hr,Valid,Good,11.8
Ho Chi Minh City,PM2.5 - Principal,19DEC20:15:00:00,2020,12,19,15,53,14,UG/M3,1 Hr,Valid,Moderate,12.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:16:00:00,2020,12,19,16,53,13,UG/M3,1 Hr,Valid,Moderate,12.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:17:00:00,2020,12,19,17,58,18,UG/M3,1 Hr,Valid,Moderate,15.4
Ho Chi Minh City,PM2.5 - Principal,19DEC20:18:00:00,2020,12,19,18,61,18,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,19DEC20:19:00:00,2020,12,19,19,67,23,UG/M3,1 Hr,Valid,Moderate,19.8
Ho Chi Minh City,PM2.5 - Principal,19DEC20:20:00:00,2020,12,19,20,70,22,UG/M3,1 Hr,Valid,Moderate,20.9
Ho Chi Minh City,PM2.5 - Principal,19DEC20:21:00:00,2020,12,19,21,60,12,UG/M3,1 Hr,Valid,Moderate,16.4
Ho Chi Minh City,PM2.5 - Principal,19DEC20:22:00:00,2020,12,19,22,56,13,UG/M3,1 Hr,Valid,Moderate,14.7
Ho Chi Minh City,PM2.5 - Principal,19DEC20:23:00:00,2020,12,19,23,54,12,UG/M3,1 Hr,Valid,Moderate,13.3
Ho Chi Minh City,PM2.5 - Principal,20DEC20:00:00:00,2020,12,20,0,54,14,UG/M3,1 Hr,Valid,Moderate,13.6
Ho Chi Minh City,PM2.5 - Principal,20DEC20:01:00:00,2020,12,20,1,58,17,UG/M3,1 Hr,Valid,Moderate,15.3
Ho Chi Minh City,PM2.5 - Principal,20DEC20:02:00:00,2020,12,20,2,61,19,UG/M3,1 Hr,Valid,Moderate,17
Ho Chi Minh City,PM2.5 - Principal,20DEC20:03:00:00,2020,12,20,3,62,18,UG/M3,1 Hr,Valid,Moderate,17.5
Ho Chi Minh City,PM2.5 - Principal,20DEC20:04:00:00,2020,12,20,4,67,22,UG/M3,1 Hr,Valid,Moderate,19.6
Ho Chi Minh City,PM2.5 - Principal,20DEC20:05:00:00,2020,12,20,5,74,26,UG/M3,1 Hr,Valid,Moderate,22.8
Ho Chi Minh City,PM2.5 - Principal,20DEC20:06:00:00,2020,12,20,6,71,20,UG/M3,1 Hr,Valid,Moderate,21.4
Ho Chi Minh City,PM2.5 - Principal,20DEC20:07:00:00,2020,12,20,7,68,19,UG/M3,1 Hr,Valid,Moderate,20.2
Ho Chi Minh City,PM2.5 - Principal,20DEC20:08:00:00,2020,12,20,8,72,24,UG/M3,1 Hr,Valid,Moderate,22.1
Ho Chi Minh City,PM2.5 - Principal,20DEC20:09:00:00,2020,12,20,9,80,30,UG/M3,1 Hr,Valid,Moderate,26
Ho Chi Minh City,PM2.5 - Principal,20DEC20:10:00:00,2020,12,20,10,69,15,UG/M3,1 Hr,Valid,Moderate,20.5
Ho Chi Minh City,PM2.5 - Principal,20DEC20:11:00:00,2020,12,20,11,61,13,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,20DEC20:12:00:00,2020,12,20,12,52,9,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,20DEC20:13:00:00,2020,12,20,13,50,11,UG/M3,1 Hr,Valid,Good,11.9
Ho Chi Minh City,PM2.5 - Principal,20DEC20:14:00:00,2020,12,20,14,56,17,UG/M3,1 Hr,Valid,Moderate,14.4
Ho Chi Minh City,PM2.5 - Principal,20DEC20:15:00:00,2020,12,20,15,49,9,UG/M3,1 Hr,Valid,Good,11.7
Ho Chi Minh City,PM2.5 - Principal,20DEC20:16:00:00,2020,12,20,16,55,16,UG/M3,1 Hr,Valid,Moderate,13.8
Ho Chi Minh City,PM2.5 - Principal,20DEC20:17:00:00,2020,12,20,17,60,19,UG/M3,1 Hr,Valid,Moderate,16.4
Ho Chi Minh City,PM2.5 - Principal,20DEC20:18:00:00,2020,12,20,18,53,10,UG/M3,1 Hr,Valid,Moderate,13.2
Ho Chi Minh City,PM2.5 - Principal,20DEC20:19:00:00,2020,12,20,19,48,10,UG/M3,1 Hr,Valid,Good,11.6
Ho Chi Minh City,PM2.5 - Principal,20DEC20:20:00:00,2020,12,20,20,52,14,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,20DEC20:21:00:00,2020,12,20,21,52,13,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,20DEC20:22:00:00,2020,12,20,22,48,10,UG/M3,1 Hr,Valid,Good,11.4
Ho Chi Minh City,PM2.5 - Principal,20DEC20:23:00:00,2020,12,20,23,49,12,UG/M3,1 Hr,Valid,Good,11.7
Ho Chi Minh City,PM2.5 - Principal,21DEC20:00:00:00,2020,12,21,0,37,6,UG/M3,1 Hr,Valid,Good,8.8
Ho Chi Minh City,PM2.5 - Principal,21DEC20:01:00:00,2020,12,21,1,54,18,UG/M3,1 Hr,Valid,Moderate,13.4
Ho Chi Minh City,PM2.5 - Principal,21DEC20:02:00:00,2020,12,21,2,52,12,UG/M3,1 Hr,Valid,Moderate,12.7
Ho Chi Minh City,PM2.5 - Principal,21DEC20:03:00:00,2020,12,21,3,52,13,UG/M3,1 Hr,Valid,Moderate,12.8
Ho Chi Minh City,PM2.5 - Principal,21DEC20:04:00:00,2020,12,21,4,55,15,UG/M3,1 Hr,Valid,Moderate,13.9
Ho Chi Minh City,PM2.5 - Principal,21DEC20:05:00:00,2020,12,21,5,60,19,UG/M3,1 Hr,Valid,Moderate,16.4
Ho Chi Minh City,PM2.5 - Principal,21DEC20:06:00:00,2020,12,21,6,64,20,UG/M3,1 Hr,Valid,Moderate,18.2
Ho Chi Minh City,PM2.5 - Principal,21DEC20:07:00:00,2020,12,21,7,69,23,UG/M3,1 Hr,Valid,Moderate,20.6
Ho Chi Minh City,PM2.5 - Principal,21DEC20:08:00:00,2020,12,21,8,70,22,UG/M3,1 Hr,Valid,Moderate,21.3
Ho Chi Minh City,PM2.5 - Principal,21DEC20:09:00:00,2020,12,21,9,71,22,UG/M3,1 Hr,Valid,Moderate,21.6
Ho Chi Minh City,PM2.5 - Principal,21DEC20:10:00:00,2020,12,21,10,65,16,UG/M3,1 Hr,Valid,Moderate,18.8
Ho Chi Minh City,PM2.5 - Principal,21DEC20:11:00:00,2020,12,21,11,60,14,UG/M3,1 Hr,Valid,Moderate,16.4
Ho Chi Minh City,PM2.5 - Principal,21DEC20:12:00:00,2020,12,21,12,61,17,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,21DEC20:13:00:00,2020,12,21,13,58,14,UG/M3,1 Hr,Valid,Moderate,15.4
Ho Chi Minh City,PM2.5 - Principal,21DEC20:14:00:00,2020,12,21,14,51,9,UG/M3,1 Hr,Valid,Moderate,12.1
Ho Chi Minh City,PM2.5 - Principal,21DEC20:15:00:00,2020,12,21,15,53,14,UG/M3,1 Hr,Valid,Moderate,13
Ho Chi Minh City,PM2.5 - Principal,21DEC20:16:00:00,2020,12,21,16,50,11,UG/M3,1 Hr,Valid,Good,12
Ho Chi Minh City,PM2.5 - Principal,21DEC20:17:00:00,2020,12,21,17,52,13,UG/M3,1 Hr,Valid,Moderate,12.5
Ho Chi Minh City,PM2.5 - Principal,21DEC20:18:00:00,2020,12,21,18,53,14,UG/M3,1 Hr,Valid,Moderate,13.2
Ho Chi Minh City,PM2.5 - Principal,21DEC20:19:00:00,2020,12,21,19,59,19,UG/M3,1 Hr,Valid,Moderate,16.1
Ho Chi Minh City,PM2.5 - Principal,21DEC20:20:00:00,2020,12,21,20,58,15,UG/M3,1 Hr,Valid,Moderate,15.5
Ho Chi Minh City,PM2.5 - Principal,21DEC20:21:00:00,2020,12,21,21,61,18,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,21DEC20:22:00:00,2020,12,21,22,47,6,UG/M3,1 Hr,Valid,Good,11.3
Ho Chi Minh City,PM2.5 - Principal,21DEC20:23:00:00,2020,12,21,23,38,7,UG/M3,1 Hr,Valid,Good,9.1
Ho Chi Minh City,PM2.5 - Principal,22DEC20:00:00:00,2020,12,22,0,33,7,UG/M3,1 Hr,Valid,Good,8
Ho Chi Minh City,PM2.5 - Principal,22DEC20:01:00:00,2020,12,22,1,44,13,UG/M3,1 Hr,Valid,Good,10.5
Ho Chi Minh City,PM2.5 - Principal,22DEC20:02:00:00,2020,12,22,2,36,7,UG/M3,1 Hr,Valid,Good,8.7
Ho Chi Minh City,PM2.5 - Principal,22DEC20:03:00:00,2020,12,22,3,28,5,UG/M3,1 Hr,Valid,Good,6.8
Ho Chi Minh City,PM2.5 - Principal,22DEC20:04:00:00,2020,12,22,4,27,6,UG/M3,1 Hr,Valid,Good,6.4
Ho Chi Minh City,PM2.5 - Principal,22DEC20:05:00:00,2020,12,22,5,30,8,UG/M3,1 Hr,Valid,Good,7.2
Ho Chi Minh City,PM2.5 - Principal,22DEC20:06:00:00,2020,12,22,6,51,17,UG/M3,1 Hr,Valid,Moderate,12.1
Ho Chi Minh City,PM2.5 - Principal,22DEC20:07:00:00,2020,12,22,7,56,17,UG/M3,1 Hr,Valid,Moderate,14.5
Ho Chi Minh City,PM2.5 - Principal,22DEC20:08:00:00,2020,12,22,8,61,19,UG/M3,1 Hr,Valid,Moderate,16.7
Ho Chi Minh City,PM2.5 - Principal,22DEC20:09:00:00,2020,12,22,9,64,20,UG/M3,1 Hr,Valid,Moderate,18.3
Ho Chi Minh City,PM2.5 - Principal,22DEC20:10:00:00,2020,12,22,10,63,17,UG/M3,1 Hr,Valid,Moderate,17.6
Ho Chi Minh City,PM2.5 - Principal,22DEC20:11:00:00,2020,12,22,11,62,17,UG/M3,1 Hr,Valid,Moderate,17.3
Ho Chi Minh City,PM2.5 - Principal,22DEC20:12:00:00,2020,12,22,12,62,17,UG/M3,1 Hr,Valid,Moderate,17.1
Ho Chi Minh City,PM2.5 - Principal,22DEC20:13:00:00,2020,12,22,13,63,19,UG/M3,1 Hr,Valid,Moderate,18
Ho Chi Minh City,PM2.5 - Principal,22DEC20:14:00:00,2020,12,22,14,59,14,UG/M3,1 Hr,Valid,Moderate,16
Ho Chi Minh City,PM2.5 - Principal,22DEC20:15:00:00,2020,12,22,15,56,13,UG/M3,1 Hr,Valid,Moderate,14.5
Ho Chi Minh City,PM2.5 - Principal,22DEC20:16:00:00,2020,12,22,16,62,20,UG/M3,1 Hr,Valid,Moderate,17.2
Ho Chi Minh City,PM2.5 - Principal,22DEC20:17:00:00,2020,12,22,17,63,20,UG/M3,1 Hr,Valid,Moderate,18
Ho Chi Minh City,PM2.5 - Principal,22DEC20:18:00:00,2020,12,22,18,81,34,UG/M3,1 Hr,Valid,Moderate,26.3
Ho Chi Minh City,PM2.5 - Principal,22DEC20:19:00:00,2020,12,22,19,91,36,UG/M3,1 Hr,Valid,Moderate,31.1
Ho Chi Minh City,PM2.5 - Principal,22DEC20:20:00:00,2020,12,22,20,79,20,UG/M3,1 Hr,Valid,Moderate,25.5
Ho Chi Minh City,PM2.5 - Principal,22DEC20:21:00:00,2020,12,22,21,67,14,UG/M3,1 Hr,Valid,Moderate,19.7
Ho Chi Minh City,PM2.5 - Principal,22DEC20:22:00:00,2020,12,22,22,65,18,UG/M3,1 Hr,Valid,Moderate,18.8
Ho Chi Minh City,PM2.5 - Principal,22DEC20:23:00:00,2020,12,22,23,70,23,UG/M3,1 Hr,Valid,Moderate,20.9
Ho Chi Minh City,PM2.5 - Principal,23DEC20:00:00:00,2020,12,23,0,70,21,UG/M3,1 Hr,Valid,Moderate,20.9
Ho Chi Minh City,PM2.5 - Principal,23DEC20:01:00:00,2020,12,23,1,64,16,UG/M3,1 Hr,Valid,Moderate,18.4
Ho Chi Minh City,PM2.5 - Principal,23DEC20:02:00:00,2020,12,23,2,71,25,UG/M3,1 Hr,Valid,Moderate,21.7
Ho Chi Minh City,PM2.5 - Principal,23DEC20:03:00:00,2020,12,23,3,57,8,UG/M3,1 Hr,Valid,Moderate,14.8
Ho Chi Minh City,PM2.5 - Principal,23DEC20:04:00:00,2020,12,23,4,60,18,UG/M3,1 Hr,Valid,Moderate,16.4
Ho Chi Minh City,PM2.5 - Principal,23DEC20:05:00:00,2020,12,23,5,58,14,UG/M3,1 Hr,Valid,Moderate,15.2
Ho Chi Minh City,PM2.5 - Principal,23DEC20:06:00:00,2020,12,23,6,65,22,UG/M3,1 Hr,Valid,Moderate,18.6
Ho Chi Minh City,PM2.5 - Principal,23DEC20:07:00:00,2020,12,23,7,72,26,UG/M3,1 Hr,Valid,Moderate,22.3
Ho Chi Minh City,PM2.5 - Principal,23DEC20:08:00:00,2020,12,23,8,80,30,UG/M3,1 Hr,Valid,Moderate,26.1
Ho Chi Minh City,PM2.5 - Principal,23DEC20:09:00:00,2020,12,23,9,77,23,UG/M3,1 Hr,Valid,Moderate,24.5
Ho Chi Minh City,PM2.5 - Principal,23DEC20:10:00:00,2020,12,23,10,80,27,UG/M3,1 Hr,Valid,Moderate,25.7
Ho Chi Minh City,PM2.5 - Principal,23DEC20:11:00:00,2020,12,23,11,88,34,UG/M3,1 Hr,Valid,Moderate,29.8
Ho Chi Minh City,PM2.5 - Principal,23DEC20:12:00:00,2020,12,23,12,99,40,UG/M3,1 Hr,Valid,Moderate,34.9
Ho Chi Minh City,PM2.5 - Principal,23DEC20:13:00:00,2020,12,23,13,96,32,UG/M3,1 Hr,Valid,Moderate,33.4
Ho Chi Minh City,PM2.5 - Principal,23DEC20:14:00:00,2020,12,23,14,86,24,UG/M3,1 Hr,Valid,Moderate,28.7
Ho Chi Minh City,PM2.5 - Principal,23DEC20:15:00:00,2020,12,23,15,76,19,UG/M3,1 Hr,Valid,Moderate,23.8
Ho Chi Minh City,PM2.5 - Principal,23DEC20:16:00:00,2020,12,23,16,88,36,UG/M3,1 Hr,Valid,Moderate,29.9
Ho Chi Minh City,PM2.5 - Principal,23DEC20:17:00:00,2020,12,23,17,113,51,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,40.4
Ho Chi Minh City,PM2.5 - Principal,23DEC20:18:00:00,2020,12,23,18,125,50,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,45.2
Ho Chi Minh City,PM2.5 - Principal,23DEC20:19:00:00,2020,12,23,19,127,47,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.1
Ho Chi Minh City,PM2.5 - Principal,23DEC20:20:00:00,2020,12,23,20,123,43,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,44.5
Ho Chi Minh City,PM2.5 - Principal,23DEC20:21:00:00,2020,12,23,21,129,49,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.7
Ho Chi Minh City,PM2.5 - Principal,23DEC20:22:00:00,2020,12,23,22,128,46,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,46.3
Ho Chi Minh City,PM2.5 - Principal,23DEC20:23:00:00,2020,12,23,23,142,58,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,52.2
Ho Chi Minh City,PM2.5 - Principal,24DEC20:00:00:00,2020,12,24,0,155,74,UG/M3,1 Hr,Valid,Unhealthy,63.1
Ho Chi Minh City,PM2.5 - Principal,24DEC20:01:00:00,2020,12,24,1,161,88,UG/M3,1 Hr,Valid,Unhealthy,75.5
Ho Chi Minh City,PM2.5 - Principal,24DEC20:02:00:00,2020,12,24,2,163,82,UG/M3,1 Hr,Valid,Unhealthy,78.7
Ho Chi Minh City,PM2.5 - Principal,24DEC20:03:00:00,2020,12,24,3,164,84,UG/M3,1 Hr,Valid,Unhealthy,81.4
Ho Chi Minh City,PM2.5 - Principal,24DEC20:04:00:00,2020,12,24,4,166,89,UG/M3,1 Hr,Valid,Unhealthy,85.2
Ho Chi Minh City,PM2.5 - Principal,24DEC20:05:00:00,2020,12,24,5,169,94,UG/M3,1 Hr,Valid,Unhealthy,89.6
Ho Chi Minh City,PM2.5 - Principal,24DEC20:06:00:00,2020,12,24,6,169,92,UG/M3,1 Hr,Valid,Unhealthy,90.8
Ho Chi Minh City,PM2.5 - Principal,24DEC20:07:00:00,2020,12,24,7,169,90,UG/M3,1 Hr,Valid,Unhealthy,90.4
Ho Chi Minh City,PM2.5 - Principal,24DEC20:08:00:00,2020,12,24,8,169,92,UG/M3,1 Hr,Valid,Unhealthy,91.2
Ho Chi Minh City,PM2.5 - Principal,24DEC20:09:00:00,2020,12,24,9,159,50,UG/M3,1 Hr,Valid,Unhealthy,70.6
Ho Chi Minh City,PM2.5 - Principal,24DEC20:10:00:00,2020,12,24,10,140,32,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,51.3
Ho Chi Minh City,PM2.5 - Principal,24DEC20:11:00:00,2020,12,24,11,90,10,UG/M3,1 Hr,Valid,Moderate,30.6
Ho Chi Minh City,PM2.5 - Principal,24DEC20:12:00:00,2020,12,24,12,71,13,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,24DEC20:13:00:00,2020,12,24,13,59,10,UG/M3,1 Hr,Valid,Moderate,15.8
Ho Chi Minh City,PM2.5 - Principal,24DEC20:14:00:00,2020,12,24,14,53,10,UG/M3,1 Hr,Valid,Moderate,12.9
Ho Chi Minh City,PM2.5 - Principal,24DEC20:15:00:00,2020,12,24,15,52,12,UG/M3,1 Hr,Valid,Moderate,12.4
Ho Chi Minh City,PM2.5 - Principal,24DEC20:16:00:00,2020,12,24,16,52,13,UG/M3,1 Hr,Valid,Moderate,12.7
Ho Chi Minh City,PM2.5 - Principal,24DEC20:17:00:00,2020,12,24,17,49,11,UG/M3,1 Hr,Valid,Good,11.8
Ho Chi Minh City,PM2.5 - Principal,24DEC20:18:00:00,2020,12,24,18,45,10,UG/M3,1 Hr,Valid,Good,10.9
Ho Chi Minh City,PM2.5 - Principal,24DEC20:19:00:00,2020,12,24,19,53,15,UG/M3,1 Hr,Valid,Moderate,12.9
Ho Chi Minh City,PM2.5 - Principal,24DEC20:20:00:00,2020,12,24,20,56,16,UG/M3,1 Hr,Valid,Moderate,14.4
Ho Chi Minh City,PM2.5 - Principal,24DEC20:21:00:00,2020,12,24,21,74,32,UG/M3,1 Hr,Valid,Moderate,23.2
Ho Chi Minh City,PM2.5 - Principal,24DEC20:22:00:00,2020,12,24,22,79,28,UG/M3,1 Hr,Valid,Moderate,25.6
Ho Chi Minh City,PM2.5 - Principal,24DEC20:23:00:00,2020,12,24,23,83,29,UG/M3,1 Hr,Valid,Moderate,27.3
Ho Chi Minh City,PM2.5 - Principal,25DEC20:00:00:00,2020,12,25,0,104,46,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.6
Ho Chi Minh City,PM2.5 - Principal,25DEC20:01:00:00,2020,12,25,1,107,39,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,37.8
Ho Chi Minh City,PM2.5 - Principal,25DEC20:02:00:00,2020,12,25,2,104,36,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.9
Ho Chi Minh City,PM2.5 - Principal,25DEC20:03:00:00,2020,12,25,3,91,25,UG/M3,1 Hr,Valid,Moderate,30.9
Ho Chi Minh City,PM2.5 - Principal,25DEC20:04:00:00,2020,12,25,4,82,23,UG/M3,1 Hr,Valid,Moderate,26.9
Ho Chi Minh City,PM2.5 - Principal,25DEC20:05:00:00,2020,12,25,5,78,23,UG/M3,1 Hr,Valid,Moderate,24.9
Ho Chi Minh City,PM2.5 - Principal,25DEC20:06:00:00,2020,12,25,6,87,34,UG/M3,1 Hr,Valid,Moderate,29.4
Ho Chi Minh City,PM2.5 - Principal,25DEC20:07:00:00,2020,12,25,7,94,36,UG/M3,1 Hr,Valid,Moderate,32.7
Ho Chi Minh City,PM2.5 - Principal,25DEC20:08:00:00,2020,12,25,8,79,18,UG/M3,1 Hr,Valid,Moderate,25.3
Ho Chi Minh City,PM2.5 - Principal,25DEC20:09:00:00,2020,12,25,9,68,15,UG/M3,1 Hr,Valid,Moderate,20.1
Ho Chi Minh City,PM2.5 - Principal,25DEC20:10:00:00,2020,12,25,10,62,15,UG/M3,1 Hr,Valid,Moderate,17.5
Ho Chi Minh City,PM2.5 - Principal,25DEC20:11:00:00,2020,12,25,11,60,15,UG/M3,1 Hr,Valid,Moderate,16.2
Ho Chi Minh City,PM2.5 - Principal,25DEC20:12:00:00,2020,12,25,12,68,24,UG/M3,1 Hr,Valid,Moderate,20.1
Ho Chi Minh City,PM2.5 - Principal,25DEC20:13:00:00,2020,12,25,13,69,21,UG/M3,1 Hr,Valid,Moderate,20.5
Ho Chi Minh City,PM2.5 - Principal,25DEC20:14:00:00,2020,12,25,14,65,17,UG/M3,1 Hr,Valid,Moderate,18.7
Ho Chi Minh City,PM2.5 - Principal,25DEC20:15:00:00,2020,12,25,15,59,13,UG/M3,1 Hr,Valid,Moderate,15.8
Ho Chi Minh City,PM2.5 - Principal,25DEC20:16:00:00,2020,12,25,16,62,19,UG/M3,1 Hr,Valid,Moderate,17.4
Ho Chi Minh City,PM2.5 - Principal,25DEC20:17:00:00,2020,12,25,17,68,23,UG/M3,1 Hr,Valid,Moderate,20.2
Ho Chi Minh City,PM2.5 - Principal,25DEC20:18:00:00,2020,12,25,18,72,24,UG/M3,1 Hr,Valid,Moderate,22.1
Ho Chi Minh City,PM2.5 - Principal,25DEC20:19:00:00,2020,12,25,19,72,23,UG/M3,1 Hr,Valid,Moderate,22.3
Ho Chi Minh City,PM2.5 - Principal,25DEC20:20:00:00,2020,12,25,20,77,27,UG/M3,1 Hr,Valid,Moderate,24.7
Ho Chi Minh City,PM2.5 - Principal,25DEC20:21:00:00,2020,12,25,21,80,27,UG/M3,1 Hr,Valid,Moderate,25.8
Ho Chi Minh City,PM2.5 - Principal,25DEC20:22:00:00,2020,12,25,22,86,32,UG/M3,1 Hr,Valid,Moderate,28.9
Ho Chi Minh City,PM2.5 - Principal,25DEC20:23:00:00,2020,12,25,23,84,27,UG/M3,1 Hr,Valid,Moderate,27.9
Ho Chi Minh City,PM2.5 - Principal,26DEC20:00:00:00,2020,12,26,0,82,26,UG/M3,1 Hr,Valid,Moderate,26.9
Ho Chi Minh City,PM2.5 - Principal,26DEC20:01:00:00,2020,12,26,1,73,18,UG/M3,1 Hr,Valid,Moderate,22.4
Ho Chi Minh City,PM2.5 - Principal,26DEC20:02:00:00,2020,12,26,2,77,27,UG/M3,1 Hr,Valid,Moderate,24.7
Ho Chi Minh City,PM2.5 - Principal,26DEC20:03:00:00,2020,12,26,3,80,27,UG/M3,1 Hr,Valid,Moderate,25.7
Ho Chi Minh City,PM2.5 - Principal,26DEC20:04:00:00,2020,12,26,4,74,20,UG/M3,1 Hr,Valid,Moderate,23.2
Ho Chi Minh City,PM2.5 - Principal,26DEC20:05:00:00,2020,12,26,5,70,18,UG/M3,1 Hr,Valid,Moderate,20.9
Ho Chi Minh City,PM2.5 - Principal,26DEC20:06:00:00,2020,12,26,6,71,23,UG/M3,1 Hr,Valid,Moderate,21.8
Ho Chi Minh City,PM2.5 - Principal,26DEC20:07:00:00,2020,12,26,7,83,34,UG/M3,1 Hr,Valid,Moderate,27.5
Ho Chi Minh City,PM2.5 - Principal,26DEC20:08:00:00,2020,12,26,8,96,39,UG/M3,1 Hr,Valid,Moderate,33.4
Ho Chi Minh City,PM2.5 - Principal,26DEC20:09:00:00,2020,12,26,9,104,40,UG/M3,1 Hr,Valid,Unhealthy for Sensitive Groups,36.7
Ho Chi Minh City,PM2.5 - Principal,26DEC20:10:00:00,2020,12,26,10,86,21,UG/M3,1 Hr,Valid,Moderate,28.8
Ho Chi Minh City,PM2.5 - Principal,26DEC20:11:00:00,2020,12,26,11,74,17,UG/M3,1 Hr,Valid,Moderate,22.9
